0;0.23987137961082322
1234;0.2304114139974145
2468;0.23041119096162815
3702;0.23041113065875055
4936;0.23041110357421662
6170;0.2304110884121171
7404;0.2304110787964989
8638;0.23041107218663773
9872;0.23041106737929135
11106;0.23041106373399942
12340;0.23041106087970983
13574;0.23041105858714594
14808;0.23041105670726406
16042;0.2304110551391229
17276;0.23041105381200633
18510;0.23041105267494383
19744;0.230411051690298
20978;0.23041105082968957
22212;0.23041105007132803
23446;0.23041104939821203
24680;0.2304110487968878
25914;0.23041104825657344
27148;0.23041104776852947
28382;0.23041104732559947
29616;0.23041104692186823
30850;0.23041104655240535
32084;0.23041104621306865
33318;0.2304110459003541
34552;0.23041104561127723
35786;0.23041104534328136
37020;0.23041104509416324
38254;0.23041104486201466
39488;0.23041104464517495
40722;0.23041104444219165
41956;0.2304110442517898
43190;0.23041104407284507
44424;0.23041104390436254
45658;0.23041104374545873
46892;0.23041104359534617
48126;0.23041104345332122
49360;0.2304110433187527
50594;0.23041104319107336
51828;0.23041104306977153
53062;0.230411042954385
54296;0.23041104284449454
55530;0.23041104273971982
56764;0.23041104263971446
57998;0.23041104254416253
59232;0.2304110424527752
60466;0.2304110423652881
61700;0.2304110422814584
62934;0.23041104220106334
64168;0.23041104212389749
65402;0.23041104204977134
66636;0.2304110419785103
67870;0.23041104190995232
69104;0.23041104184394745
70338;0.23041104178035682
71572;0.23041104171905108
72806;0.23041104165991017
74040;0.23041104160282205
75274;0.23041104154768235
76508;0.23041104149439373
77742;0.230411041442865
78976;0.23041104139301083
80210;0.23041104134475165
81444;0.23041104129801235
82678;0.2304110412527227
83912;0.23041104120881667
85146;0.23041104116623226
86380;0.23041104112491098
87614;0.23041104108479776
88848;0.23041104104584056
90082;0.2304110410079906
91316;0.2304110409712014
92550;0.23041104093542938
93784;0.23041104090063302
95018;0.23041104086677314
96252;0.23041104083381267
97486;0.23041104080171648
98720;0.23041104077045108
99954;0.23041104073998486
101188;0.23041104071028762
102422;0.23041104068133098
103656;0.23041104065308726
104890;0.23041104062553097
106124;0.23041104059863732
107358;0.23041104057238265
108592;0.23041104054674477
109826;0.23041104052170225
111060;0.23041104049723443
112294;0.2304110404733222
113528;0.23041104044994667
114762;0.23041104042709004
115996;0.23041104040473542
117230;0.23041104038286656
118464;0.23041104036146762
119698;0.23041104034052393
120932;0.2304110403200209
122166;0.23041104029994514
123400;0.23041104028028317
124634;0.23041104026102258
125868;0.23041104024215117
127102;0.23041104022365727
128336;0.2304110402055297
129570;0.23041104018775782
130804;0.23041104017033112
132038;0.23041104015323982
133272;0.23041104013647434
134506;0.2304110401200254
135740;0.23041104010388427
136974;0.23041104008804225
138208;0.23041104007249127
139442;0.23041104005722332
140676;0.23041104004223079
141910;0.2304110400275064
143144;0.23041104001304283
144378;0.23041103999883347
145612;0.23041103998487147
146846;0.23041103997115056
